sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
1718C,"Malignant neoplasm of connective and other soft tissue, Other specified sites of connective and other soft tissue[MUU PEHMYTKUDOSSYÖPÄ,LEIOMYOSARCOMA]",0,376647,0.43,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,376647,Primary malignant neoplasm of soft tissues,Condition,MAPS_TO,,<auto>,1727395200000,,2000401449,5-char ICD9fi,Condition,1970-01-01,2099-12-31,171,,parent_match,"MUU PEHMYTKUDOSSYÖPÄ,LEIOMYOSARCOMA",,2025-06-30 | conceptName changed from Malignant tumor of soft tissue of upper limb to Primary malignant neoplasm of soft tissues
7485A,"Congenital anomalies of respiratory system, Agenesis, hypoplasia and dysplasia of lung[AGENESIA, HYPOPLASIA ET DYSPLASIA PULMONIS]",0,257094,0.43,APPROVED,NARROWER,Javier,1642756738661,257094,Congenital anomaly of lung,Condition,MAPS_TO,,<auto>,1642598972570,,2000406396,5-char ICD9fi,Condition,1970-01-01,2099-12-31,748,,parent_match,"AGENESIA, HYPOPLASIA ET DYSPLASIA PULMONIS",,2025-06-30 | conceptName changed from Congenital hypoplasia of lung to Congenital anomaly of lung
7093A,"Other disorders of skin and subcutaneous tissue, Degenerative skin disorders[CALCINOSIS CUTIS]",0,141934,0.63,APPROVED,NARROWER,Javier,1642756738661,141934,Degenerative skin disorder,Condition,MAPS_TO,,<auto>,1642598974016,,2000405682,5-char ICD9fi,Condition,1970-01-01,2099-12-31,709,,parent_match,CALCINOSIS CUTIS,,2025-06-30 | conceptName changed from Disorder of skin and/or subcutaneous tissue to Degenerative skin disorder
4532A,"Other venous embolism and thrombosis, Of vena cava",0,435565,0.76,APPROVED,EQUIVALENT,Javier,1642756805650,435565,Embolism and thrombosis of the vena cava,Condition,MAPS_TO,,<auto>,1642598974200,,2000403831,5-char ICD9fi,Condition,1970-01-01,2099-12-31,453,,unique_parent_match,THROMBOSIS VENAE CAVAE,,
1609X,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses, Accessory sinus, unspecified",0,259748,0.89,APPROVED,EQUIVALENT,Javier,1642756805650,259748,Primary malignant neoplasm of accessory sinus,Condition,MAPS_TO,,<auto>,1642598974543,,2000401244,5-char ICD9fi,Condition,1970-01-01,2099-12-31,160,,unique_parent_match,NEOPLASMA MALIGNUM SINUS NUD,,"2025-06-30 | conceptName changed from Malignant neoplasm of nasal cavities, middle ear and accessory sinuses to Primary malignant neoplasm of accessory sinus"
4112X,"Other acute and subacute forms of ischaemic heart disease[SYDÄNPYSÄHDYS ILMAN INFARKTIA,MÄÄRITTELEMÄT]",0,4185932,0.34,APPROVED,NARROWER,Javier,1642756721361,4185932,Ischemic heart disease,Condition,MAPS_TO,,<auto>,1642598975680,,2000403589,5-char ICD9fi,Condition,1970-01-01,2099-12-31,411,,grandparent_match,"SYDÄNPYSÄHDYS ILMAN INFARKTIA,MÄÄRITTELEMÄT",,2025-06-30 | conceptName changed from Subacute ischemic heart disease to Ischemic heart disease
161,Malignant neoplasm of larynx,0,26052,0.91,APPROVED,EQUAL,Javier,1642756146926,26052,Primary malignant neoplasm of larynx,Condition,MAPS_TO,,<auto>,1642598976636,,2000401245,3-char ICD9fi,Condition,1970-01-01,2099-12-31,160-165,,full_match,NEOPLASMA MALIGNUM LARYNGIS,,2025-06-30 | conceptName changed from Malignant tumor of pharynx to Primary malignant neoplasm of larynx
4533A,"Other venous embolism and thrombosis, Of renal vein",0,193512,0.75,APPROVED,EQUIVALENT,Javier,1642756805650,193512,Embolism and thrombosis of the renal vein,Condition,MAPS_TO,,<auto>,1642598976931,,2000403832,5-char ICD9fi,Condition,1970-01-01,2099-12-31,453,,unique_parent_match,THROMBOSIS VENAE RENALIS,,
412,Old myocardial infarction,0,314666,1,APPROVED,EQUAL,Javier,1642756146926,314666,Old myocardial infarction,Condition,MAPS_TO,,<auto>,1642598977229,,2000403590,3-char ICD9fi,Condition,1970-01-01,2099-12-31,410-414,,full_match,INFARCTUS MYOCARDII INVETERATUS,,
1718D,"Malignant neoplasm of connective and other soft tissue, Other specified sites of connective and other soft tissue[MUU PEHMYTKUDOSSYÖPÄ,LIPOSARCOMA]",0,376647,0.44,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,376647,Primary malignant neoplasm of soft tissues,Condition,MAPS_TO,,<auto>,1727395200000,,2000401450,5-char ICD9fi,Condition,1970-01-01,2099-12-31,171,,parent_match,"MUU PEHMYTKUDOSSYÖPÄ,LIPOSARCOMA",,2025-06-30 | conceptName changed from Malignant tumor of soft tissue of upper limb to Primary malignant neoplasm of soft tissues
5990B,"Other disorders of urethra and urinary tract, Urinary tract infection, site not specified[INFECTIO VIARUM URINARIUM ACUTA]",475,81902,0.41,APPROVED,NARROWER,Javier,1642756738661,81902,Urinary tract infectious disease,Condition,MAPS_TO,,<auto>,1642598977388,,2000404711,5-char ICD9fi,Condition,1970-01-01,2099-12-31,599,,parent_match,INFECTIO VIARUM URINARIUM ACUTA,,2025-06-30 | conceptName changed from Acute urinary tract infection to Urinary tract infectious disease
7485B,"Congenital anomalies of respiratory system, Agenesis, hypoplasia and dysplasia of lung[SEQUESTRATIO PULMONUM]",0,257094,0.42,APPROVED,NARROWER,Javier,1642756738661,257094,Congenital anomaly of lung,Condition,MAPS_TO,,<auto>,1642598977724,,2000406397,5-char ICD9fi,Condition,1970-01-01,2099-12-31,748,,parent_match,SEQUESTRATIO PULMONUM,,2025-06-30 | conceptName changed from Congenital hypoplasia of lung to Congenital anomaly of lung
1610A,"Malignant neoplasm of larynx, Glottis",32,260336,0.74,APPROVED,EQUIVALENT,Javier,1642756805650,260336,Primary malignant neoplasm of glottis,Condition,MAPS_TO,,<auto>,1642598978951,,2000401246,5-char ICD9fi,Condition,1970-01-01,2099-12-31,161,,unique_parent_match,NEOPLASMA MALIGNUM GLOTTIDIS,,2025-06-30 | conceptName changed from Malignant tumor of glottis to Primary malignant neoplasm of glottis
7093B,"Other disorders of skin and subcutaneous tissue, Degenerative skin disorders[HYPERPLASIA SEBACEA SENILIS]",0,141934,0.56,APPROVED,NARROWER,Javier,1642756738661,141934,Degenerative skin disorder,Condition,MAPS_TO,,<auto>,1642598979104,,2000405683,5-char ICD9fi,Condition,1970-01-01,2099-12-31,709,,parent_match,HYPERPLASIA SEBACEA SENILIS,,2025-06-30 | conceptName changed from Disorder of skin and/or subcutaneous tissue to Degenerative skin disorder
4538X,"Other venous embolism and thrombosis, Of other specified veins",160,4028367,0.58,APPROVED,EQUIVALENT,Javier,1642756805650,4028367,Acute disease of cardiovascular system,Condition,MAPS_TO,,<auto>,1642598979682,,2000403833,5-char ICD9fi,Condition,1970-01-01,2099-12-31,453,,unique_parent_match,EMBOLIA ET THROMBOSIS VENARUM ALIA DEFINITA,,2025-06-30 | conceptName changed from Embolism and thrombosis of the renal vein to Acute disease of cardiovascular system
4120A,"Old myocardial infarction[STATUS POST INFARCTUM CORDIS,EI AHTAUMAA]",31,314666,0.51,APPROVED,NARROWER,Javier,1642756721361,314666,Old myocardial infarction,Condition,MAPS_TO,,<auto>,1642598980200,,2000403591,5-char ICD9fi,Condition,1970-01-01,2099-12-31,412,,grandparent_match,"STATUS POST INFARCTUM CORDIS,EI AHTAUMAA",,
1611A,"Malignant neoplasm of larynx, Supraglottis",0,261514,0.79,APPROVED,EQUIVALENT,Javier,1642756805650,261514,Primary malignant neoplasm of supraglottis,Condition,MAPS_TO,,<auto>,1642598981197,,2000401247,5-char ICD9fi,Condition,1970-01-01,2099-12-31,161,,unique_parent_match,NEOPLASMA MALIGNUM SUPRAGLOTTIDIS,,2025-06-30 | conceptName changed from Malignant tumor of supraglottis to Primary malignant neoplasm of supraglottis
7486A,"Congenital anomalies of respiratory system, Other anomalies of lung[MALEFORMATIONES PULMONUM ALIAE]",0,257094,0.44,APPROVED,NARROWER,Javier,1642756738661,257094,Congenital anomaly of lung,Condition,MAPS_TO,,<auto>,1642598981838,,2000406398,5-char ICD9fi,Condition,1970-01-01,2099-12-31,748,,parent_match,MALEFORMATIONES PULMONUM ALIAE,,2025-06-30 | conceptName changed from Congenital malformation of the respiratory system to Congenital anomaly of lung
5990C,"Other disorders of urethra and urinary tract, Urinary tract infection, site not specified[INFECTIO VIARUM URINARIUM RECIDIVANS]",160,81902,0.37,APPROVED,NARROWER,Javier,1642756738661,81902,Urinary tract infectious disease,Condition,MAPS_TO,,<auto>,1642598982233,,2000404712,5-char ICD9fi,Condition,1970-01-01,2099-12-31,599,,parent_match,INFECTIO VIARUM URINARIUM RECIDIVANS,,2025-06-30 | conceptName changed from Coliform urinary tract infection to Urinary tract infectious disease
1718E,"Malignant neoplasm of connective and other soft tissue, Other specified sites of connective and other soft tissue[MUU PEHMYTKUDOSSYÖPÄ,LYMPHANGIOSARCOMA]",0,376647,0.43,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,376647,Primary malignant neoplasm of soft tissues,Condition,MAPS_TO,,<auto>,1727395200000,,2000401451,5-char ICD9fi,Condition,1970-01-01,2099-12-31,171,,parent_match,"MUU PEHMYTKUDOSSYÖPÄ,LYMPHANGIOSARCOMA",,2025-06-30 | conceptName changed from Malignant tumor of soft tissue of upper limb to Primary malignant neoplasm of soft tissues
4120B,"Old myocardial infarction[STATUS POST INFARCTUM CORDIS,AHTAUTUNUT]",1071,314666,0.51,APPROVED,NARROWER,Javier,1642756721361,314666,Old myocardial infarction,Condition,MAPS_TO,,<auto>,1642598982803,,2000403592,5-char ICD9fi,Condition,1970-01-01,2099-12-31,412,,grandparent_match,"STATUS POST INFARCTUM CORDIS,AHTAUTUNUT",,
7093C,"Other disorders of skin and subcutaneous tissue, Degenerative skin disorders[MILIUM COLLOIDALE]",0,141934,0.6,APPROVED,NARROWER,Javier,1642756738661,141934,Degenerative skin disorder,Condition,MAPS_TO,,<auto>,1642598983435,,2000405684,5-char ICD9fi,Condition,1970-01-01,2099-12-31,709,,parent_match,MILIUM COLLOIDALE,,2025-06-30 | conceptName changed from Disorder of skin and/or subcutaneous tissue to Degenerative skin disorder
1612A,"Malignant neoplasm of larynx, Subglottis",0,259755,0.76,APPROVED,EQUIVALENT,Javier,1642756805650,259755,Primary malignant neoplasm of subglottis,Condition,MAPS_TO,,<auto>,1642598983599,,2000401248,5-char ICD9fi,Condition,1970-01-01,2099-12-31,161,,unique_parent_match,NEOPLASMA MALIGNUM SUBGLOTTIDIS,,
4120C,"Old myocardial infarction[STATUS POST INFARCTUM CORDIS,TROMBI]",91,314666,0.58,APPROVED,NARROWER,Javier,1642756721361,314666,Old myocardial infarction,Condition,MAPS_TO,,<auto>,1642598985755,,2000403593,5-char ICD9fi,Condition,1970-01-01,2099-12-31,412,,grandparent_match,"STATUS POST INFARCTUM CORDIS,TROMBI",,
4539X,"Other venous embolism and thrombosis, Of unspecified site",18,444247,0.53,APPROVED,EQUIVALENT,Javier,1642756805650,444247,Venous thrombosis,Condition,MAPS_TO,,<auto>,1642598985908,,2000403834,5-char ICD9fi,Condition,1970-01-01,2099-12-31,453,,unique_parent_match,EMBOLIA ET THROMBOSIS VENARUM NUD,,2025-06-30 | conceptName changed from Embolism and thrombosis of the vena cava to Venous thrombosis
1613A,"Malignant neoplasm of larynx, Laryngeal cartilages",0,436352,0.78,APPROVED,EQUIVALENT,Javier,1642756805650,436352,Primary malignant neoplasm of laryngeal cartilage,Condition,MAPS_TO,,<auto>,1642598985959,,2000401249,5-char ICD9fi,Condition,1970-01-01,2099-12-31,161,,unique_parent_match,NEOPLASMA MALIGNUM CARTILAGINUM LARYNGIS,,
7486B,"Congenital anomalies of respiratory system, Other anomalies of lung[EMPHYSEMA LOBARE PULMONUM CONGENITUM]",0,257094,0.44,APPROVED,NARROWER,Javier,1642756738661,257094,Congenital anomaly of lung,Condition,MAPS_TO,,<auto>,1642598986416,,2000406399,5-char ICD9fi,Condition,1970-01-01,2099-12-31,748,,parent_match,EMPHYSEMA LOBARE PULMONUM CONGENITUM,,2025-06-30 | conceptName changed from Congenital anomaly of lower respiratory system to Congenital anomaly of lung
5990D,"Other disorders of urethra and urinary tract, Urinary tract infection, site not specified[PYURIA]",10,81902,0.37,APPROVED,NARROWER,Javier,1642756738661,81902,Urinary tract infectious disease,Condition,MAPS_TO,,<auto>,1642598986773,,2000404713,5-char ICD9fi,Condition,1970-01-01,2099-12-31,599,,parent_match,PYURIA,,2025-06-30 | conceptName changed from Upper urinary tract infection to Urinary tract infectious disease
1718F,"Malignant neoplasm of connective and other soft tissue, Other specified sites of connective and other soft tissue[MUU PEHMYTKUDOSSYÖPÄ,MYOSARCOMA]",0,376647,0.44,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,376647,Primary malignant neoplasm of soft tissues,Condition,MAPS_TO,,<auto>,1727395200000,,2000401452,5-char ICD9fi,Condition,1970-01-01,2099-12-31,171,,parent_match,"MUU PEHMYTKUDOSSYÖPÄ,MYOSARCOMA",,2025-06-30 | conceptName changed from Malignant tumor of soft tissue of upper limb to Primary malignant neoplasm of soft tissues
454,Varicose veins of lower extremities,0,318169,0.91,APPROVED,EQUAL,Javier,1642756146926,318169,Varicose veins of lower extremity,Condition,MAPS_TO,,<auto>,1642598988103,,2000403835,3-char ICD9fi,Condition,1970-01-01,2099-12-31,451-459,,full_match,VARICES VENARUM EXTREMITATUM INFERIORUM,,
7093X,"Other disorders of skin and subcutaneous tissue, Degenerative skin disorders[ALII MORBI DEGENERATIONES CUTIS SEU NUD]",26,141934,0.53,APPROVED,NARROWER,Javier,1642756738661,141934,Degenerative skin disorder,Condition,MAPS_TO,,<auto>,1642598988387,,2000405685,5-char ICD9fi,Condition,1970-01-01,2099-12-31,709,,parent_match,ALII MORBI DEGENERATIONES CUTIS SEU NUD,,2025-06-30 | conceptName changed from Disorder of skin and/or subcutaneous tissue to Degenerative skin disorder
4120D,"Old myocardial infarction[STATUS POST INFARCTUM CORDIS,EMBOLUS]",0,314666,0.57,APPROVED,NARROWER,Javier,1642756721361,314666,Old myocardial infarction,Condition,MAPS_TO,,<auto>,1642598988824,,2000403594,5-char ICD9fi,Condition,1970-01-01,2099-12-31,412,,grandparent_match,"STATUS POST INFARCTUM CORDIS,EMBOLUS",,
1618X,"Malignant neoplasm of larynx, Other specified sites of larynx",0,26052,0.64,APPROVED,EQUIVALENT,Auto-remapping using OHDSI release 2024-08-29,1727395200000,26052,Primary malignant neoplasm of larynx,Condition,MAPS_TO,,<auto>,1727395200000,,2000401250,5-char ICD9fi,Condition,1970-01-01,2099-12-31,161,,unique_parent_match,NEOPLASMA MALIGNUM LARYNGIS ALIA DEFINITA,,2025-06-30 | conceptName changed from Primary malignant neoplasm to Primary malignant neoplasm of larynx
4540A,"Varicose veins of lower extremities, With ulcer",189,318784,0.71,APPROVED,EQUIVALENT,Automatic update,1751280951000,4127117,Varicose ulcer of lower extremity,Condition,MAPS_TO,,<auto>,1642598991070,,2000403836,5-char ICD9fi,Condition,1970-01-01,2099-12-31,454,,unique_parent_match,ULCUS VARICOSUM CRURIS,,"2025-06-30 | conceptId changed from 318784 to 4127117 based on relationship :Maps to, does not need reviewing | conceptName changed from Varicose veins of lower extremity with ulcer AND inflammation to Varicose ulcer of lower extremity"
7488A,"Congenital anomalies of respiratory system, Other specified anomalies of respiratory system[CYSTA MEDIASTINI CONGENITA]",0,4173657,0.47,APPROVED,NARROWER,Javier,1642756738661,4173657,Congenital malformation of the respiratory system,Condition,MAPS_TO,,<auto>,1642598991131,,2000406400,5-char ICD9fi,Condition,1970-01-01,2099-12-31,748,,parent_match,CYSTA MEDIASTINI CONGENITA,,
4120E,"Old myocardial infarction[STATUS POST INFARCTUM CORDIS,MUU TUKOS]",0,314666,0.51,APPROVED,NARROWER,Javier,1642756721361,314666,Old myocardial infarction,Condition,MAPS_TO,,<auto>,1642598991344,,2000403595,5-char ICD9fi,Condition,1970-01-01,2099-12-31,412,,grandparent_match,"STATUS POST INFARCTUM CORDIS,MUU TUKOS",,
1619X,"Malignant neoplasm of larynx, Larynx, unspecified",0,26052,0.7,APPROVED,EQUIVALENT,Auto-remapping using OHDSI release 2024-08-29,1727395200000,26052,Primary malignant neoplasm of larynx,Condition,MAPS_TO,,<auto>,1727395200000,,2000401251,5-char ICD9fi,Condition,1970-01-01,2099-12-31,161,,unique_parent_match,NEOPLASMA MALIGNUM LARYNGIS NUD,,2025-06-30 | conceptName changed from Primary malignant neoplasm to Primary malignant neoplasm of larynx
1718G,"Malignant neoplasm of connective and other soft tissue, Other specified sites of connective and other soft tissue[MUU PEHMYTKUDOSSYÖPÄ,MYXOSARCOMA]",0,376647,0.44,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,376647,Primary malignant neoplasm of soft tissues,Condition,MAPS_TO,,<auto>,1727395200000,,2000401453,5-char ICD9fi,Condition,1970-01-01,2099-12-31,171,,parent_match,"MUU PEHMYTKUDOSSYÖPÄ,MYXOSARCOMA",,2025-06-30 | conceptName changed from Malignant tumor of soft tissue of upper limb to Primary malignant neoplasm of soft tissues
7094A,"Other disorders of skin and subcutaneous tissue, Foreign body granuloma of skin and subcutaneous tissue",7,438827,0.79,APPROVED,EQUIVALENT,Javier,1642756805650,438827,Foreign body granuloma of subcutaneous tissue,Condition,MAPS_TO,,<auto>,1642598992429,,2000405686,5-char ICD9fi,Condition,1970-01-01,2099-12-31,709,,unique_parent_match,GRANULOMA CUTIS ET SUBCUTIS E CORPORE ALIENO,,
5990X,"Other disorders of urethra and urinary tract, Urinary tract infection, site not specified[INFECTIO VIARUM URINARIUM ALIA DEFINITA SEU NUD]",20,81902,0.34,APPROVED,NARROWER,Javier,1642756738661,81902,Urinary tract infectious disease,Condition,MAPS_TO,,<auto>,1642598992590,,2000404714,5-char ICD9fi,Condition,1970-01-01,2099-12-31,599,,parent_match,INFECTIO VIARUM URINARIUM ALIA DEFINITA SEU NUD,,2025-06-30 | conceptName changed from Coliform urinary tract infection to Urinary tract infectious disease
162,"Malignant neoplasm of trachea, bronchus and lung",0,4311499,0.78,APPROVED,EQUAL,Javier,1642756146926,4311499,Primary malignant neoplasm of respiratory tract,Condition,MAPS_TO,,<auto>,1642598994541,,2000401252,3-char ICD9fi,Condition,1970-01-01,2099-12-31,160-165,,full_match,"NEOPLASMA MALIGNUM TRACHEAE, BRONCHI ET PULMONIS",,2025-06-30 | conceptName changed from Malignant neoplasm of bronchus or lung to Primary malignant neoplasm of respiratory tract
4549X,"Varicose veins of lower extremities, Without mention of ulcer or inflammation",5619,312349,0.78,APPROVED,EQUIVALENT,Javier,1642756805650,312349,Venous varices,Condition,MAPS_TO,,<auto>,1642598994601,,2000403837,5-char ICD9fi,Condition,1970-01-01,2099-12-31,454,,unique_parent_match,VARICES VENARUM EXTREMITATUM INFERIORES NONULCERAM,,2025-06-30 | conceptName changed from Varicose veins of lower limb without ulcer and without inflammation to Venous varices | 2025-03-27 | conceptName changed from Varicose veins of lower extremity without ulcer AND without inflammation to Varicose veins of lower limb without ulcer and without inflammation
4120X,"Old myocardial infarction[STATUS POST INFARCTUM CORDIS,MÄÄRITTELEMÄT]",1208,314666,0.46,APPROVED,NARROWER,Javier,1642756721361,314666,Old myocardial infarction,Condition,MAPS_TO,,<auto>,1642598994835,,2000403596,5-char ICD9fi,Condition,1970-01-01,2099-12-31,412,,grandparent_match,"STATUS POST INFARCTUM CORDIS,MÄÄRITTELEMÄT",,
455,Haemorrhoids,0,195562,1,APPROVED,EQUAL,Javier,1642756146926,195562,Hemorrhoids,Condition,MAPS_TO,,<auto>,1642598995301,,2000403838,3-char ICD9fi,Condition,1970-01-01,2099-12-31,451-459,,full_match,HAEMORRHOIDES,,
5991A,"Other disorders of urethra and urinary tract, Urethral fistula",26,201338,0.54,APPROVED,EQUIVALENT,Javier,1642756805650,201338,Urethral fistula,Condition,MAPS_TO,,<auto>,1642598996014,,2000404715,5-char ICD9fi,Condition,1970-01-01,2099-12-31,599,,unique_parent_match,FISTULA URETHRAE,,2025-06-30 | conceptName changed from Disorder of urinary tract to Urethral fistula
