OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	MEASUREMENT_UNIT_HARMONIZED	omopQuantity	CONVERSION_FACTOR	n_records	n_subjects
-1	ekg,24hrekisteröinti					672	652
-1	s-mypnabm	index				1445	1368
-1	reumanturvakokeet-tutkimuspaketti					213	90
-1	eosinofiilitosuus	%				1373	1118
-1	neutrofiilitosuus	%				1373	1118
-1	pt-vitascr					521	421
3002109	kol/hdl-su			Mass Ratio		980	739
3023659	s-c1inhbk	%	%	Mass fraction	1	404	366
3020460	-crp-pika	mg/l	mg/l	Mass Concentration	1	226	144
-1	pt-polamb3					100	90
-1	-papilloomavirus(hpv),nukleiinihappo(kval)					179	145
-1	kudoksenhistologinentutkimus,pienikudosnäyte					862	713
-1	kolposkopianäytteidenhistologinentutkimus					1347	1007
-1	b-perusverenkuva,trombosyytitjakonediffi					2780	973
-1	l-eosonofiilit	%				5793	2919
-1	virtaustilavuus-spirometriajabronkodilataatiokoeilmanlau					125	116
3007461	b-trombos	e9/l	e9/l	Number Concentration	1	2812	641
-1	b-vrabgrs					2298	1029
3001122	ferritiini	ug/l	ug/l	Mass Concentration	1	434	364
-1	b-biodna					1564	1544
-1	s-biol					508	504
-1	21623	ug/l				377	43
3001964	-hsvag			Presence or Threshold		1954	1297
-1	21814					14	9
-1	b-panel-m					296	291
-1	isotretinoin2suppeatrigly-hcg					24	24
42868691	s-t4-vdi	pmol/l	pmol/l	Substance Concentration	1	1926	1383
3010657	s-t3-vdi			Mass Concentration		143	109
42868691	s-t4-vdi			Substance Concentration		402	302
-1	b-farma-d					593	584
-1	b-mycobacteriumtuberculosis-herkistyneetsolut,gammainterferoni,eritys	iu/ml				373	351
-1	prostataspesifinenantigeeni,suhde					1026	915
3013603	prostataspesifinenantigeeni	ug/l	ug/l	Mass Concentration	1	2969	2546
3013115	b-eosinofiilit,verestä	e9/l	e9/l	Number Concentration	1	727	552
-1	e-hemoglobiini,keskimassa	pg/u				723	549
3003458	s-pi	mmol/l	mmol/l	Substance Concentration	1	80	58
3033942	du-cu			Substance Rate		153	130
-1	b-fosfatidyylietanoli,verestä					1552	1260
-1	ts-colseul					1225	1212
3020460	plasmanc-reaktiivinenproteiiniosoitus			Mass Concentration		2598	2072
-1	-parainfluenssa1-virus,nukleiinihappo					686	535
-1	-parinfluenssa2-virus,nukleiinihappo					686	535
-1	-parinfluenssa3-virus,nukleiinihappo					686	535
-1	-parainfluenssavirus4,nukleiinihappo(kval)					686	535
-1	-metapneumovirus,nukleiinihappo(kval)					780	608
-1	-bordetellaparapertussis,nukleiinihappo					545	435
-1	-koronavirusoc43,nukleiinihappo					563	449
-1	-koronavirusnl63,nukleiinihappo					563	449
-1	-koronavirus229e,nukleiinihappo					563	449
-1	-respiratorisetmikrobit,nukleiinihappo					640	538
-1	-koronavirushku1,nukleiinihappo					637	537
-1	-rino/enterovirus,nukleiinihappo					635	535
-1	-influenssaa,b,rs-virusjacovid-19-koronavirustauti,nukleiinihaponosoitus					2560	1942
-1	-bakteeriviljely,aerobi					4124	2052
-1	-bakteeriviljely,anaerobi					4118	2049
-1	u-pneumokokki,antigeeninosoitus					570	478
-1	pt-tutkimusnäyte2					61	39
3023421	s-hbsab	u/l	miu/ml	Arbitrary Concentration	1	1350	1240
0	cv19infrs					7932	4297
3018171	p-hcg	iu/l	u/l	Arbitrary Concentration	1	859	385
-1	veriryhmä,abojarh,punasoluista					1246	1093
-1	veriryhmävasta-aineet,seulonta,plasmasta					7056	2999
-1	u-chlamydiatrachomatis,nho(kval)					845	590
-1	chlamydiatrachomatisjaneisseriagonorrhoeae,nho,virtsasta					845	590
-1	u-neisseriagonorrhoeae,nho(kval)					845	590
-1	b-essentiaalisentrombosytemianepäily					8	8
-1	jak2-geeninmutaatioanalyysi,verestä					83	80
-1	calr-geenineksonin9mutaatioanalyysiverestä					6	6
-1	prolaktiini,plasmasta	mu/l				201	164
-1	bakteeri,maljaviljely,virtsasta					835	550
-1	raskaudenaikaineninfektioseula,seerumista					244	221
-1	hi-virus,antigeenijavasta-aineet,seerumista(akkred.)					262	235
-1	varmistustutkimushepatiittib-virus,pinta-antigeeni,seerumista					288	262
-1	veriryhmävasta-aineet,raskaudenaikaiset,verestä					419	290
-1	non-invasiivinenprenataalitutkimus,seulonta					173	171
3015024	p-gluk60	mmol/l	mmol/l	Substance Concentration	1	933	606
3018251	fp-gluk0	mmol/l	mmol/l	Substance Concentration	1	1616	1182
3012413	p-gluk120	mmol/l	mmol/l	Substance Concentration	1	1667	1154
-1	streptococcusagalactiae(b),nukleiinihaponosoitus,fluori,vieritesti					304	259
-1	8653					950	612
-1	11821	mosm/kgh2o				464	259
3006315	baso	e9/l	e9/l	Number Concentration	1	8002	4178
3019198	lymf	e9/l	e9/l	Number Concentration	1	7619	4097
3001604	mono	e9/l	e9/l	Number Concentration	1	7454	3963
3030366	s-kysc	mg/l	mg/l	Mass Concentration	1	5489	2476
-1	ki-pad-if					844	755
40768446	ki-pad			Finding		3432	1956
-1	ts-pad-pol					273	256
-1	pienetepiteelisolut					1034	813
-1	patologisetlieriöt					319	206
-1	ts-yksinkertainenhistologinentutkimus(perusterv					519	455
-1	korona-rs-influenssa,pcrpikatesti					6428	4144
-1	-influenssab-virus,nukleiinihappo(kval)					7124	4376
-1	verenvalkosolujenerittelylaskennanmikrosk.tarkistus					3121	1092
-1	l-promyelosyytit	%				4810	1722
-1	l-myelosyytit	%				5057	1852
3002179	l-metamyelosyytit	%	%	Number Fraction	1	5048	1852
3004809	l-neutrofiilit,sauvatumaiset	%	%	Number Fraction	1	3474	1277
3017354	l-neutrofiilit,liuskatumaiset	%	%	Number Fraction	1	3535	1288
3013826	p-gluk-sn			Substance Concentration		2685	413
3008116	b-keton-sn	mmol/l		Substance Concentration		14	12
-1	u-osmoest	e6/l				2425	581
-1	p-vrabo					601	466
3000034	u-alb-mi	mg/l	mg/l	Mass Concentration	1	6339	2540
3020682	u-alb/krea	mg/mmol	mg/mmol	Ratio	1	879	488
3000475	sy-leuk	e9/l	e6/l	Number Concentration	1000	29	27
3010144	sy-eryt	e9/l	e6/l	Number Concentration	1000	35	33
3000034	u-alb-mi			Mass Concentration		4175	2047
3020682	u-alb/krea			Ratio		812	522
-1	pt-gluk-2h	mmol/l				1499	1089
-1	pt-glukr-0	mmol/l				296	247
-1	happi					1747	503
-1	ab-t					1885	596
40762366	ab-o2-vol	vol%		Volume Fraction		1492	427
3010517	b-hb-co.	%	%	Mass fraction	1	1009	238
3007930	b-hb-met.	%	%	Mass fraction	1	1016	242
-1	b-trom-s	e9/l				558	231
-1	b-intoks					1502	1090
3016431	ab-ca-i7.4			Substance Concentration		8114	1520
3021347	ab-ca-ion			Substance Concentration		8098	1508
3018572	b-cl			Substance Concentration		8059	1480
3039000	b-angap			Substance Concentration		8172	1522
-1	ab-po2(t)					114	93
-1	ab-pco2(t)					118	96
3010517	b-hb-co.			Mass fraction		9	7
3007930	b-hb-met.			Mass fraction		10	8
-1	cb-vkperus					993	396
3016431	vb-ca-i7.4	mmol/l	mmol/l	Substance Concentration	1	2427	924
3021347	vb-ca-ion	mmol/l	mmol/l	Substance Concentration	1	2428	925
-1	vb-vklaaja					1168	502
-1	s-c-peptidi+gluk(2tuntiaateriasta)	nmol/l				12	12
-1	s-treponeemapallidum,vasta-aineet					114	68
-1	u-chl.trach.janeisser.gonorrh.nukl.happo(kval)					139	88
-1	u-proteiini(kval)					7566	4941
-1	ab-t	°c				1615	335
-1	ab-vktemp					1761	408
-1	b-fosfatidyylietanoli,verestä	umol/l				1534	905
3020485	s-paras	umol/l	umol/l	Substance Concentration	1	2680	1231
3006315	b-bas	e9/l	e9/l	Number Concentration	1	10522	1961
3001604	b-mon	e9/l	e9/l	Number Concentration	1	1235	520
-1	b-lt	e9/l				1300	533
-1	s-cladhee					1927	1812
-1	s-ruoat	u/ml				123	122
-1	s-pölyt					256	252
3018387	s-mypnabg	au/ml	au/ml	Arbitrary Concentration	1	1133	1072
-1	s-chpnabm	index				841	747
3038769	s-chpnabg	u/ml	u/ml	Arbitrary Concentration	1	1518	1335
3004915	s-chpnaba	u/ml		Arbitrary Concentration		1649	1441
-1	kemiallinenseulonta					5052	2836
-1	22083					4325	2291
1001509	ab-het-ion			-		4573	2717
-1	ts-pad-0					1161	1081
3036489	p-trombai			Time (e.g. seconds)		3484	2138
3019250	p-fviii.			Relative time		2044	1132
-1	pika-ekg					859	597
-1	8598					100	81
-1	ex-syto-1c					435	144
-1	s-ictp	ug/l				801	575
-1	-infrpak					1240	1096
-1	s-10mlgeel					544	296
-1	-alk-sul					134	106
3023351	s-p�lyry	u/ml	u/ml	Arbitrary Concentration	1	251	247
3001784	psa-vapaa/totaali-suhde,plasmasta			Mass fraction		3428	1449
-1	ts-kudosnäytteenhist.tutk.,suppealeikkauspreparaatti					918	755
-1	pt-spirlau					493	447
-1	pt-lausklf					678	608
3007628	vb-hco3-st			Substance Concentration		1462	1036
3024928	vb-o2sat			Mass fraction		890	635
36306090	ts-hepyvi			Presence or Threshold		1838	1751
-1	pt-ekg-48a					307	304
-1	s-teofy					177	135
0	pt-vainaja					1668	1662
-1	pt-obd-1					1610	1584
-1	cn-pad					154	148
-1	pt-obd-his					810	810
-1	saline					946	621
3032868	b-hb-fr			-		397	366
-1	b-hb-ef					124	120
-1	b-hbhplc					308	300
-1	-genläh					811	750
-1	s-biofmc					971	892
-1	pt-gluk-t3					12	6
-1	pt-insu-t3					12	6
-1	pt-biomam					1495	1406
-1	b-vrab-o					638	316
-1	non-hdl-kolesteroli	mmol/l				1341	1272
-1	kolesteroli/hdl-kolesteroli-suhde					1677	1568
3019069	l-mon			Number Fraction		2118	954
-1	b-erblas					3289	1666
-1	b-erblas	e9/l				2891	1624
-1	b-sopnäyt					1968	773
0	alb-o					8370	2077
-1	hb-o					3798	1378
0	leuk-o					8377	2077
0	nitr-o					8368	2076
-1	-strvi					1015	644
-1	pituus	cm				2084	2015
-1	painonmitt	kg				2013	1948
-1	bmind	kg/m2				2197	2105
-1	bdi	form				85	80
40764999	ckd-epi-yhtälö	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	12959	2203
3053028	ps-strcult			Presence or Identity		3206	2416
3024666	s-li			Substance Concentration		6274	1409
-1	lisävast2					535	510
-1	ts-pad4-hn					838	758
3008230	s-borabmv	au/ml	au/ml	Arbitrary Concentration	1	617	510
-1	s-borabgv					707	607
3024474	li-alb	mg/l	mg/l	Mass Concentration	1	3712	3440
-1	13192					600	528
-1	13193					604	530
-1	14416					103	90
-1	14418					94	83
3007368	li-igg	mg/l	mg/l	Mass Concentration	1	3924	3387
-1	li-igg/alb	osuus				823	775
-1	li-igg-ind	osuus				740	699
3030429	-borrnho			Presence or Identity		1758	1644
40759883	li-igg-oc			Presence or Threshold		4001	3707
-1	li-borrabl					560	519
3024561	s-albind	g/l	g/l	Mass Concentration	1	814	753
-1	ts-kudosnäytteenhistologinenerikois-/lisävärjäys					913	817
3026782	u-osmol			Osmolality		3228	2545
3019198	lymängd	e9/l	e9/l	Number Concentration	1	10721	1994
-1	ekg-atk					1328	900
-1	pt-gfre	form				4090	1558
3007930	b-hb-met			Mass fraction		9062	2278
-1	ab-gluk					308	271
-1	ab-o2-sis					637	536
3023103	p-k-veka			Substance Concentration		962	805
-1	p-cl					2017	1619
3018405	ab-laktaat			Substance Concentration		385	339
3019550	p-na-veka			Substance Concentration		959	804
-1	ab-temp					375	316
-1	pt-kauvduä					310	298
-1	pt-sydänuä					3147	2611
-1	pt-luutih1					8	8
-1	pt-luutil2					1742	1460
3050449	cu-alb-mi			Mass Rate		3339	2179
3004775	cu-vm			Volume		828	599
40764999	pt-gfre-cg			Volume Rate/Area		2260	983
-1	fp-gluk,t					772	566
-1	s-keto,tk					129	108
3017315	u-amyl			Catalytic Concentration		192	179
-1	-esblvi					2614	1251
-1	u-hyalier					816	595
3030467	u-muulier			Number Concentration		846	607
-1	b-hb,tk					1020	734
-1	ab-thb					229	209
3028653	ab-hb-co			Mass fraction		601	428
3006217	ab-hb-met			Mass fraction		522	397
-1	ap-gluk					111	106
3018405	ap-laktaat			Substance Concentration		248	210
3019550	ap-na			Substance Concentration		233	221
3043409	ap-k			Substance Concentration		219	208
3014576	ap-cl			Substance Concentration		84	81
3021347	ap-ca-ion			Substance Concentration		102	98
3023183	fb-nh4-ion	umol/l	umol/l	Substance Concentration	1	298	152
-1	erblast					974	657
-1	ps-straolb					774	588
-1	reumafaktori,plasmasta					171	162
-1	pölyryhmä,(phadiatop),igevasta-aineet	u/ml				38	38
-1	pölyerittely(phadiatoperittely),igevasta-aineet					27	27
-1	s-viseabg,borreliaburgdorferinvise-proteiini,vasta-aineetigg					96	90
-1	keliakiatutkimus,suppea					114	111
-1	igakeli					200	193
-1	crpvastaanotolla					1757	597
-1	ultramaxtutkimusvastaanotolla					1028	428
-1	hemoglobiinivastaanotolla					46	42
-1	pef-seurantavastaanotolla					181	133
-1	-inrscov					2938	2094
-1	lisätutkim					179	166
3021347	ca++	mmol/l	mmol/l	Substance Concentration	1	16710	4219
3016431	ca++ph7.4	mmol/l	mmol/l	Substance Concentration	1	16678	4214
-1	biopankkinäyte,veri,helsinginbiobankki					699	691
-1	s-vzvabg					2916	2703
-1	b-nil					4574	4065
-1	b-tb1					4738	4216
-1	b-tb2					4739	4217
-1	b-mito.					3436	3134
-1	ex-syto-1					322	149
-1	-nocavi					2257	1504
-1	imu					54	50
-1	syt-bal					17	16
-1	immuno					362	275
3034770	s-mito-ab			Titer		384	354
-1	pad1					2799	1541
-1	s-campabg					1165	1102
-1	s-campabm					768	725
-1	s-campaba					1130	1062
-1	läheteyleislääkärille					276	143
-1	lähetefysikaaliseenhoitoon					468	249
-1	s-evirabg	eiu				277	259
-1	s-evirabm					241	227
3033086	s-evirab			Titer		156	150
-1	u-ph-o	form				1901	1421
-1	pt-vscr					832	623
3050449	cu-alb			Mass Rate		8280	3860
3004775	cu-tilav	ml	ml	Volume	1	2543	1068
3016750	cu-kesto	min	min	Time (e.g. seconds)	1	2606	1064
-1	tu-fish					188	174
3020460	crp-pika	mg/l	mg/l	Mass Concentration	1	3086	1554
-1	bo-pad-4					329	300
-1	c-reaktiivinenproteiini,tk:ntekemä					1603	885
3026361	erytrosyytit	e12/l	e12/l	Number Concentration	1	16828	4694
3002385	erytrosyytit,tilavuusosuus	ratio	%	Ratio	100	16819	4687
3007461	trombosyytit	e9/l	e9/l	Number Concentration	1	16801	4687
-1	s-glutamaattidekarboksylaasi(gad),vasta-aineet					203	197
3020460	c-reaktiivinenproteiini-pika(crp-pika)	mg/l	mg/l	Mass Concentration	1	1473	860
-1	perusverenkuvajatrombosyytit(pvk)					2190	1531
3007461	trombosyytit/pvk	e9/l	e9/l	Number Concentration	1	7285	3095
3020460	c-reaktiivinenproteiini(crp)			Mass Concentration		248	215
-1	na	ug/g				24	24
3005757	p-fv	%	%	Relative time	1	6899	2891
-1	ts-crcmut					7	6
-1	keliakiaseulonta					167	164
-1	u-huuml-o					1640	536
-1	p-troponiinii,vieritutkimus					32	30
-1	u-ketoaineet(päiv.hoitaja)					1521	736
-1	u-nitr					3969	1794
-1	pt-uloshengityksenhuippuvirtaus,vuorokausivaihtelunseuranta					473	410
-1	pt-virtaustilavuus-spirometria					263	254
-1	s-viseabg					747	584
-1	s-viseabm	au/ml				128	107
-1	pt-pef					889	685
-1	sk-sieni,viljely(pintanäyte)					330	286
3019060	ab-artkaas			-		698	421
3036604	s-ck-is			Impression/interpretation of study		324	288
3016913	s-ck-mm	u/l	u/l	Catalytic Concentration	1	171	162
3008994	s-ck-bb			Catalytic Concentration		251	146
3029790	s-ck-mb	u/l	u/l	Catalytic Concentration	1	223	209
-1	s-ck-mm	%				113	104
3006044	s-ck-mb	%	%	Catalytic Ratio	1	100	92
-1	s-ckmakr					159	104
3016284	s-ebnaab	u/ml		Arbitrary Concentration		134	118
-1	ps-adenag					1955	1802
40766189	s-dgpabg	eliau/ml	u/ml	Arbitrary Concentration	1	1023	976
40766183	s-dgpaba	eliau/ml	u/ml	Arbitrary Concentration	1	2482	2405
-1	pt-keli-su					1850	1770
-1	s-crp,herkkä	mg/l				6628	5400
3001784	s-psa-v/t			Mass fraction		2699	1777
3045683	b-hlakeli			-		3015	2949
-1	pt-kelilaa					133	133
-1	ulosteenripulivirukset,nukleiinihappo-osoitus(kval)					982	796
40764999	pt-glomerulussuodosnopeus,pt-gfreepiestimoitu,ckd-epi-kaava	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	6933	3729
-1	s-kudostransglutaminaasi,iga-vasta-aineetosatutk.					426	411
-1	-papilloomavirus(hpv),suurenriskin,dna-osoitus					1187	820
-1	p-kreatiniinitykslab(sis.gfreepi)	umol/l				476	457
-1	s-maitab					239	236
-1	!pak.maitoigavasta-aineet	%				130	130
-1	!pak.maitoiggvasta-aineet	%				144	144
-1	fs-insu	mu/l				560	296
-1	s-metanefriinijanormetanefriini					85	79
-1	s-hivirus,antigeenijavasta-aineet,yhdistelmä					662	615
3019832	s-treponemapallidum,vasta-aineet			Presence or Threshold		4460	3845
-1	-neisseriagonorrhoeae(gonokokki),nukleiiihapp					514	317
-1	-chlamydiatrachomatisjaneisseriagonorrhoea,					508	312
-1	u-albumiinijaglukoosi					228	212
3008295	s-osmolaliteetti	mosm/kgh2o	mosm/kgh2o	Osmolality	1	189	151
3026782	u-osmolaliteetti	mosm/kgh2o	mosm/kgh2o	Osmolality	1	2715	1739
-1	fs-tp-3					867	692
-1	terveystarkastuspakettisuppea					51	49
-1	b-finngen					736	733
-1	4044pt-papa-1					956	731
-1	-inanho					356	325
-1	-rsnho					302	275
-1	-inbnho					356	325
3002434	s-dnanab.			Arbitrary Concentration		2417	1592
-1	s-testo-v					440	249
3009214	p-lh			Arbitrary Concentration		1129	928
44816844	p-prl			Arbitrary Concentration		2076	1579
3004248	p-shbg			Substance Concentration		751	414
0	näyt.ot.					10017	1304
-1	e-rwd	%				46	41
3030408	s-mta	nmol/l	nmol/l	Substance Concentration	1	1041	770
-1	s-tbetot					602	549
-1	pt-som-pet					446	351
-1	m-pad					766	710
-1	ts-em-valu					372	363
-1	seeruminhappamuusaste					8099	3738
3021347	kalsium,ionisoitunut(s-)	mmol/l	mmol/l	Substance Concentration	1	1680	1258
-1	b-biomam					1562	1490
3015024	60mgluk	mmol/l	mmol/l	Substance Concentration	1	1171	707
3012413	120mgluk	mmol/l	mmol/l	Substance Concentration	1	1307	815
-1	s-gadab	ru				443	404
-1	b-neuvspr					252	173
3033888	fs-pepsin1			Mass Concentration		155	148
-1	fs-pepsin2	ug/l				249	246
-1	s-hepyabg	eiu				206	203
-1	s-gastr17	pmol/l				95	95
-1	p-pg1/pg2					214	208
-1	fp-gastpan					282	278
-1	s-ige-sse					1958	1930
3025577	b-cr			Mass Concentration		1458	1027
-1	sy-kide-o	estimate				549	407
3006571	sy-neut+eo	%	%	Number Fraction	1	2006	1297
3003329	sy-mononuk	%	%	Number Fraction	1	2069	1350
3034891	sy-muutsol	%	%	Number Fraction	1	986	694
46236952	pt-gfre-3			Volume Rate/Area		523	343
46236952	pt-gfrekys			Volume Rate/Area		888	515
-1	b-tvt-d					39	39
3011951	s-aspfume			Arbitrary Concentration		1366	1269
-1	s-il2r	u/ml				421	338
-1	angiotensiini-1-konvertaasi	u/l				286	239
-1	oma-phepoc					261	182
-1	oma-pco2epoc					156	120
-1	oma-po2epoc					156	120
3000285	oma-na+epoc			Substance Concentration		159	123
-1	oma-k+epoc					159	123
-1	oma-ca++epoc					158	123
-1	oma-gluepoc					156	121
-1	oma-lacepoc					153	118
-1	oma-cl-epoc					154	120
-1	oma-kreaepoc					258	181
3028009	s-chtrabg	u/ml		Arbitrary Concentration		713	684
-1	reumapaketti					227	224
-1	b-non-invasiivinenprenataalitutkimus,seulonta					699	676
-1	huumn.otto					1041	1008
-1	sukup.tau2					86	84
36032269	s-testosteroni,vapaa,laskettu	pmol/l	pmol/l	Substance Concentration	1	3226	2413
-1	s-keliakiapakseulonta					954	947
3001788	p-aldos			Substance Concentration		71	68
3033923	du-metnef	umol/24h	umol/24h	Substance Rate	1	452	416
-1	du-metnor					1447	1283
3000213	du-normet	umol/24h	umol/24h	Substance Rate	1	455	416
-1	albumiini	%				177	169
-1	globuliini	%				150	147
3015322	alfa1-glob	g/l	g/l	Mass Concentration	1	2811	708
3005229	alfa2-glob	g/l	g/l	Mass Concentration	1	2811	707
3043723	beta1-glob	g/l		Mass Concentration		2801	699
3043747	beta2-glob	g/l	g/l	Mass Concentration	1	2810	707
3023465	gamma-glob	g/l	g/l	Mass Concentration	1	2834	725
-1	s-koll7ab					19	17
-1	s-bp230ab					95	85
-1	6631					36	34
-1	6674					8	8
-1	s-mypnabg	ru/ml				384	342
3024932	b-hladrbd			Type		1476	1462
3034614	ly-hla			Impression/interpretation of study		132	108
3024471	b-hlaad			Type		1514	1501
-1	b-hlabd					1623	1536
40763590	b-hladqbd			Type		184	182
3013862	b-hladpbd			Type		186	184
3024932	b-hladrld			Type		158	156
46236302	b-hlacdt			Type		187	185
40760410	b-hlabdt			Type		185	183
40760409	b-hlaadt			Type		186	183
43533860	s-alfgale	u/ml	u/ml	Arbitrary Concentration	1	491	469
3009201	tyreotropiini(tsh)	mu/l	mu/l	Arbitrary Concentration	1	614	515
3019900	kolesteroli/lipidit	mmol/l	mmol/l	Substance Concentration	1	2903	1922
3023602	kolesteroli,highdensitylipoproteiinit/lipidit	mmol/l	mmol/l	Substance Concentration	1	2911	1924
3025839	triglyseridit(trigly)/lipidit	mmol/l	mmol/l	Substance Concentration	1	2759	1792
3001308	kolesteroli,lowdensitylipoproteiinit(ldl)/lipidit	mmol/l	mmol/l	Substance Concentration	1	2757	1791
3006442	kreatiniini(krea)	umol/l	umol/l	Substance Concentration	1	1301	960
-1	rasvapaketti(lipidit)					1202	979
3004410	hemoglobiini-a1c,glykoitunut(b-hba1c)	mmol/mol	mmol/mol	Mass fraction	1	1451	796
3005719	s-igg-sum			Mass Concentration		1454	1008
3004809	l-sauvat	%	%	Number Fraction	1	3136	1179
-1	ts-padkolp	form				769	628
3034274	fs-sappih	umol/l	umol/l	Substance Concentration	1	3978	2390
-1	b-xveri					896	442
-1	f-yersnh					146	124
37020300	f-ehisnho			Presence or Threshold		2336	1927
-1	ps-streptococcus,viljely(hemolyyttisetstreptokokit)					339	251
3020460	crp(vo:nyhteydessäotettu),tth			Mass Concentration		1363	610
-1	strepa-pikatesti,tth					142	104
3025839	triglyseriditplasmasta,paastotila	mmol/l	mmol/l	Substance Concentration	1	1212	713
-1	huumenotto					32	22
-1	huumeseula,laaja,kvalitatiivinenvarmistustasoinen,ms-tof,virtsasta					51	18
3004410	ghb-a1c(vo.hoitaja)			Mass fraction		232	147
-1	b-gluk(vo.hoitaja)					292	161
-1	glukoosi(hoitaja)					104	44
-1	i-stathb					448	293
-1	u-ket					820	466
-1	ekg(päiv.hoitaja)					2448	969
3004410	ghb-a1c(vo.hoitaja)	mmol/mol	mmol/mol	Mass fraction	1	431	224
-1	hb(päiv.hoitaja)					816	494
-1	clostridiumdifficile,toksiinigeeni,nukleiinihappo					627	484
-1	bakteerit,nukleiinihappo(kval),uloste					1132	957
-1	f-giardialamblianukleiinihappo(kval)					117	102
-1	f-cryptosporidiumspp.nukleiinihappo(kval)					112	97
-1	f-entamoebahistolyticanukleiinihappo(kval)					115	100
-1	f-dientamoebafragilisnukleiinihappo(kval)					96	86
-1	f-ulosteenparasiitit,nukleiinihappo(kval)					312	290
3013115	eosinofiilit	e9/l	e9/l	Number Concentration	1	676	513
